protocol,problem,parameter,value,lambda_1,stagnation_limit,seed,migd,tail_igd,n_evals,pitstop_count,redeployment_count,environment_change_count,change_response_count,replaced_count,runtime_sec
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,0,0.1370899529647995,0.11187357453083735,12208,5,6,6,6,48,1.0861663999967277
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,1,0.14948400839116754,0.11063492101728781,12220,6,6,6,6,48,1.085516799998004
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,2,0.162146211344072,0.20985529945890957,12208,5,6,6,6,48,1.0979239999978745
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,3,0.12416868659111599,0.09198057799724621,12208,5,6,6,6,48,1.1378879999974743
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,4,0.17535031567999626,0.11031493882568995,12220,6,6,6,6,48,1.130957400000625
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,5,0.22460962687984595,0.20692361853966584,12220,6,6,6,6,48,1.129835000003368
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,6,0.15695852375531144,0.1191231327546181,12220,6,6,6,6,48,1.1356536999992386
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,7,0.23875233923510802,0.32292804626307536,12208,5,6,6,6,48,1.0925899000030768
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,8,0.16958427209063195,0.18325992223962148,12220,6,6,6,6,48,1.0538942999992287
moderate_t10_n10,df9,lambda_1,0.15,0.15,8,9,0.16136951357457713,0.15440307351032984,12220,6,6,6,6,48,1.0386920999990252
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,0,0.07836851930703981,0.017643221754556293,12280,11,6,6,6,48,1.0307293000005302
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,1,0.06496978678173733,0.01948165773108684,12256,9,6,6,6,48,1.0065696999990905
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,2,0.06809852417835159,0.014251127676231027,12280,11,6,6,6,48,0.9617929000014556
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,3,0.08374142743352679,0.017937812981395306,12280,11,6,6,6,48,1.0010746999978437
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,4,0.09115694929448045,0.016557725476141608,12280,11,6,6,6,48,0.9895719000014651
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,5,0.08732978250694154,0.013961048695419743,12292,12,6,6,6,48,0.998843700002908
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,6,0.07548200524577586,0.01983127476871509,12280,11,6,6,6,48,0.9931591999993543
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,7,0.06553396798205982,0.021093222474085894,12268,10,6,6,6,48,1.0039753999990353
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,8,0.07543287075909459,0.018934087344114395,12256,9,6,6,6,48,0.9975672000000486
moderate_t10_n10,df1,stagnation_limit,4.0,0.1,4,9,0.09518888333088181,0.021649687230765678,12256,9,6,6,6,48,1.0078262000024552
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,0,0.33063357848759556,0.18263358093072454,12292,12,6,6,6,48,1.0282608999987133
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,1,0.29207684352638635,0.18527891871257157,12280,11,6,6,6,48,1.0343384000007063
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,2,0.32335875827749383,0.1803309481293636,12292,12,6,6,6,48,1.0070836000013514
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,3,0.32065278337135494,0.18602529408793836,12292,12,6,6,6,48,1.0223167000003741
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,4,0.45544874097352717,0.18233585264620628,12280,11,6,6,6,48,1.0210540999978548
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,5,0.37351555089844085,0.18296730179827808,12292,12,6,6,6,48,1.0188517000024149
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,6,0.35046582191320025,0.18243689663798804,12280,11,6,6,6,48,1.0166419000015594
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,7,0.4216989810049032,0.18278557891149722,12280,11,6,6,6,48,1.006494900000689
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,8,0.29219889321613823,0.18128514949809593,12292,12,6,6,6,48,0.9938121999985015
moderate_t10_n10,df4,stagnation_limit,4.0,0.1,4,9,0.3079241750474982,0.18203061565105835,12280,11,6,6,6,48,1.0085857000012766
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,0,0.08977623062650204,0.013831062369023974,12280,11,6,6,6,48,1.0314357999995991
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,1,0.07514275784528683,0.013147203511695302,12268,10,6,6,6,48,1.057674700001371
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,2,0.08827053160014434,0.014243821506859508,12268,10,6,6,6,48,1.0330781999982719
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,3,0.10657348438298521,0.012557973113510121,12280,11,6,6,6,48,1.0287878999988607
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,4,0.11362212099377801,0.014117624725951855,12232,7,6,6,6,48,1.0377142999968783
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,5,0.11873891147625955,0.014307389503472106,12292,12,6,6,6,48,1.0298823999983142
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,6,0.10053807072766671,0.012919314284522476,12244,8,6,6,6,48,1.0284861000000092
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,7,0.11836153838265671,0.013514238081635039,12292,12,6,6,6,48,1.0260413999967568
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,8,0.24225521173069625,0.012458293292496234,12280,11,6,6,6,48,1.0449437999996007
moderate_t10_n10,df7,stagnation_limit,4.0,0.1,4,9,0.10163888460598273,0.014684062345194602,12268,10,6,6,6,48,1.0257450999997673
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,0,0.15623922457696526,0.1116047697930426,12292,12,6,6,6,48,1.0893589000006614
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,1,0.24080182934324532,0.19223701379508581,12292,12,6,6,6,48,1.0909147999991546
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,2,0.14478337648735,0.13104432861379312,12292,12,6,6,6,48,1.0981346999978996
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,3,0.16416394946752308,0.09915417044693434,12292,12,6,6,6,48,1.0923956000006
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,4,0.1877624175668052,0.14561320969379693,12292,12,6,6,6,48,1.0980767000000924
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,5,0.18105925470705506,0.14148581929668022,12292,12,6,6,6,48,1.0981628999979876
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,6,0.1595868804314202,0.11383322369448692,12292,12,6,6,6,48,1.0961821999990207
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,7,0.16882661891022174,0.16011624048998097,12280,11,6,6,6,48,1.0947936000011396
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,8,0.1475041595423995,0.14173575853110876,12292,12,6,6,6,48,1.1036825999981374
moderate_t10_n10,df9,stagnation_limit,4.0,0.1,4,9,0.14589087748101598,0.1393752260896469,12292,12,6,6,6,48,1.0914613000022655
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,0,0.0820539586023589,0.0178688995620237,12208,5,6,6,6,48,0.975505800000974
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,1,0.08867485852622924,0.018168427060994547,12208,5,6,6,6,48,0.9682117999982438
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,2,0.07270062224880511,0.0208576075146766,12220,6,6,6,6,48,0.9578135999981896
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,3,0.08166184017053711,0.019266750008784493,12220,6,6,6,6,48,0.9860704000020633
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,4,0.10353032256108703,0.01817199056756278,12220,6,6,6,6,48,0.9825916999980109
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,5,0.09343997740538025,0.017856344551803918,12220,6,6,6,6,48,0.9833514000019932
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,6,0.08172234148984962,0.02040127525531775,12220,6,6,6,6,48,0.9735585999987961
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,7,0.06643948153801126,0.016456619771052783,12220,6,6,6,6,48,0.9888088000006974
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,8,0.0833322867154606,0.02003251075525321,12220,6,6,6,6,48,1.0217451999997138
moderate_t10_n10,df1,stagnation_limit,6.0,0.1,6,9,0.09882087470904823,0.015756388650007752,12220,6,6,6,6,48,1.042426500000147
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,0,0.32475122734102096,0.18345881335796968,12220,6,6,6,6,48,1.0067128000009689
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,1,0.29191090644190115,0.18383186487202768,12220,6,6,6,6,48,1.0178190000005998
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,2,0.3267359112040221,0.1822350671484113,12220,6,6,6,6,48,1.0071467000016128
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,3,0.31902142207720424,0.18476593671038294,12220,6,6,6,6,48,1.016828700001497
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,4,0.4585841828759827,0.18440801833848797,12220,6,6,6,6,48,1.003581299999496
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,5,0.3598470930207718,0.18164903169188626,12208,5,6,6,6,48,0.9978803000012704
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,6,0.357454268385139,0.18222459734136068,12220,6,6,6,6,48,1.0178725000005215
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,7,0.41990459852001477,0.17869979894119614,12208,5,6,6,6,48,1.0125689000014972
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,8,0.2975958711705824,0.18274111275278665,12220,6,6,6,6,48,1.004522100000031
moderate_t10_n10,df4,stagnation_limit,6.0,0.1,6,9,0.306959428701877,0.17910233806205578,12220,6,6,6,6,48,0.9993685000008554
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,0,0.09671123979064157,0.01225642495206734,12196,4,6,6,6,48,1.021734000001743
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,1,0.07354808657041013,0.013703208484975646,12220,6,6,6,6,48,1.01404360000015
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,2,0.10380888354074777,0.013090923891307896,12196,4,6,6,6,48,1.0337919000012334
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,3,0.13654071561578388,0.013471686060610449,12220,6,6,6,6,48,1.0426920999998401
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,4,0.12210326550305727,0.013148912330613442,12196,4,6,6,6,48,1.0253169000025082
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,5,0.13364182226626206,0.012649853207105826,12196,4,6,6,6,48,1.0085734999993292
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,6,0.15391049663389678,0.012552901177615863,12208,5,6,6,6,48,1.0230989000010595
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,7,0.13733413043503542,0.011840793064092695,12208,5,6,6,6,48,1.0222103999985848
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,8,0.22445661553300492,0.013341303261874365,12220,6,6,6,6,48,1.0562747000003583
moderate_t10_n10,df7,stagnation_limit,6.0,0.1,6,9,0.1232669416234713,0.012097147690257163,12208,5,6,6,6,48,1.0464706999991904
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,0,0.1684196947237654,0.17246553135741652,12220,6,6,6,6,48,1.076501300001837
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,1,0.19720740145102636,0.16371039657204176,12220,6,6,6,6,48,1.0606442999996943
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,2,0.15795663315146358,0.16289095653028196,12220,6,6,6,6,48,1.0638054000010015
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,3,0.16457207872272864,0.17904425019708964,12220,6,6,6,6,48,1.0820082999998704
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,4,0.18082244795893693,0.12665046937982652,12220,6,6,6,6,48,1.0700187000002188
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,5,0.20642861578325322,0.1831998611500883,12220,6,6,6,6,48,1.0734260000026552
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,6,0.15331686847510637,0.1372909374335315,12220,6,6,6,6,48,1.1054653000028338
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,7,0.21842705398975013,0.1717906840756756,12220,6,6,6,6,48,1.1101482999984
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,8,0.1949405121755453,0.21598161726296894,12220,6,6,6,6,48,1.0923662999994121
moderate_t10_n10,df9,stagnation_limit,6.0,0.1,6,9,0.13596151512104113,0.12285329051452712,12220,6,6,6,6,48,1.1042554000014206
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,0,0.0920571252856353,0.019127951029284204,12208,5,6,6,6,48,1.0529768999986118
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,1,0.07736724067124552,0.02074042226538963,12208,5,6,6,6,48,1.0582269000005908
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,2,0.07707604966090992,0.01797440074495778,12208,5,6,6,6,48,1.1208350000015344
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,3,0.0967676368424986,0.0293359570554274,12208,5,6,6,6,48,1.1122156999990693
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,4,0.10066722839643284,0.01794237840463859,12196,4,6,6,6,48,1.0919118999991042
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,5,0.10833765593596668,0.02148523712631347,12220,6,6,6,6,48,1.0625255000013567
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,6,0.08969457383596463,0.028902750720069488,12184,3,6,6,6,48,1.0196023999997124
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,7,0.06874513637413655,0.024911140858608516,12208,5,6,6,6,48,1.0256129999979748
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,8,0.08641858625488201,0.021069413964410654,12196,4,6,6,6,48,1.0140996000009181
moderate_t10_n10,df1,stagnation_limit,8.0,0.1,8,9,0.10597010044823889,0.020736491006189538,12208,5,6,6,6,48,1.0680852999976196
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,0,0.32660881210430337,0.18260826326221646,12208,5,6,6,6,48,1.0019147999992128
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,1,0.2903491113218087,0.1801945920112091,12208,5,6,6,6,48,1.0090958000000683
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,2,0.3244323814317435,0.1803429852990874,12220,6,6,6,6,48,0.9881290999983321
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,3,0.3143930528180297,0.18433817611823272,12220,6,6,6,6,48,0.9799147000012454
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,4,0.45594323251685653,0.17924365464957726,12208,5,6,6,6,48,0.9998076000010769
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,5,0.36165585643176734,0.1811905719475189,12220,6,6,6,6,48,1.0134340000004158
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,6,0.3582412480738528,0.18004819166086122,12196,4,6,6,6,48,1.0182074000003922
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,7,0.41926594680585627,0.17864879951153284,12208,5,6,6,6,48,1.021264599999995
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,8,0.2902537660430356,0.17968522217804256,12220,6,6,6,6,48,1.0323452000011457
moderate_t10_n10,df4,stagnation_limit,8.0,0.1,8,9,0.30782859498855747,0.1788642775795706,12196,4,6,6,6,48,1.0035624000011012
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,0,0.10865085867890531,0.01367468488126081,12208,5,6,6,6,48,1.0470580999972299
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,1,0.07259989088909395,0.013219456877278468,12208,5,6,6,6,48,1.0311327999988862
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,2,0.09466509527212968,0.012524258140278171,12220,6,6,6,6,48,1.004086400000233
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,3,0.1410110203366864,0.012899018287743794,12196,4,6,6,6,48,1.031792800000403
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,4,0.1337116296478565,0.013336238269604676,12208,5,6,6,6,48,1.028658600000199
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,5,0.1271615512063277,0.012338336377596645,12208,5,6,6,6,48,1.034603000000061
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,6,0.12102724153194219,0.012935824502931353,12220,6,6,6,6,48,1.0242953000015405
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,7,0.11099405299998,0.013360198015589292,12208,5,6,6,6,48,1.0107876000001852
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,8,0.2591489658198732,0.012873934553123028,12220,6,6,6,6,48,1.0493156000011368
moderate_t10_n10,df7,stagnation_limit,8.0,0.1,8,9,0.12934599531767596,0.014415703292588563,12196,4,6,6,6,48,1.0366058999970846
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,0,0.19436097720846715,0.17013111675456166,12208,5,6,6,6,48,1.128002399997058
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,1,0.23548465644179647,0.2561633015926808,12220,6,6,6,6,48,1.0919851999969978
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,2,0.134226993503615,0.14798238235273237,12220,6,6,6,6,48,1.0801807000025292
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,3,0.1424197113093295,0.09477898958789885,12220,6,6,6,6,48,1.0913142999997945
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,4,0.1687275172701382,0.11069164183180202,12220,6,6,6,6,48,1.0885407000023406
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,5,0.18249455066091783,0.1318813930032277,12220,6,6,6,6,48,1.0862659999984317
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,6,0.16558831868749888,0.11182132226627342,12208,5,6,6,6,48,1.0891021999996156
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,7,0.18636970610589404,0.10586434349928417,12220,6,6,6,6,48,1.0876424999987648
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,8,0.18735511544478928,0.17039130098972335,12220,6,6,6,6,48,1.0811733000009554
moderate_t10_n10,df9,stagnation_limit,8.0,0.1,8,9,0.14335467262378657,0.09813001817218567,12220,6,6,6,6,48,1.0958545000030426
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,0,0.07552738730483093,0.016714114838404123,12160,1,6,6,6,48,1.166908200000762
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,1,0.08035827955779755,0.018054345148178018,12160,1,6,6,6,48,1.1509979000002204
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,2,0.082744488970334,0.018779215953585185,12148,0,6,6,6,48,1.093849600001704
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,3,0.07591020801739212,0.019760361479516382,12208,5,6,6,6,48,1.1468902000015078
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,4,0.08731384561352178,0.018755320448249492,12172,2,6,6,6,48,1.0719315000023926
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,5,0.10243832232720008,0.019362230201221388,12160,1,6,6,6,48,1.069567200000165
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,6,0.087973489214172,0.02202267735082236,12172,2,6,6,6,48,1.0788337000012689
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,7,0.060032481472707476,0.016973494219283965,12172,2,6,6,6,48,1.0789938000016264
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,8,0.08795798338839506,0.021225875960383896,12172,2,6,6,6,48,1.119847400001163
moderate_t10_n10,df1,stagnation_limit,10.0,0.1,10,9,0.09063226639852912,0.016703303662818636,12184,3,6,6,6,48,1.052618400000938
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,0,0.3246703497312,0.18120396808452743,12208,5,6,6,6,48,0.9974094000026525
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,1,0.2920511907596868,0.18143382965663307,12208,5,6,6,6,48,1.0093444000012823
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,2,0.32614857032537675,0.18563686040515154,12208,5,6,6,6,48,0.9890509000033489
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,3,0.31165606311652144,0.18299887275466448,12208,5,6,6,6,48,1.0080667000001995
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,4,0.4572611675695354,0.182212571816055,12208,5,6,6,6,48,1.0114246000011917
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,5,0.3626038402082209,0.17935638522078162,12208,5,6,6,6,48,1.0039377000030072
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,6,0.35772808440070786,0.18115959767175754,12196,4,6,6,6,48,1.0153761000001396
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,7,0.4210343342024212,0.18171226678037447,12208,5,6,6,6,48,1.025355399997352
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,8,0.29282070305071106,0.18357902288681513,12208,5,6,6,6,48,1.0229006999979902
moderate_t10_n10,df4,stagnation_limit,10.0,0.1,10,9,0.3077431942423426,0.1786274803415277,12208,5,6,6,6,48,1.023837500000809
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,0,0.13259957824433938,0.0137908153791685,12208,5,6,6,6,48,1.0161923999985447
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,1,0.0765026727503714,0.01408725329425561,12196,4,6,6,6,48,1.0237855000013951
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,2,0.13802242099416173,0.013606511949834046,12208,5,6,6,6,48,1.032913600000029
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,3,0.19884336732874303,0.01355772261014906,12184,3,6,6,6,48,1.0437086000019917
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,4,0.21416251515856374,0.012621079724160733,12184,3,6,6,6,48,1.020242499998858
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,5,0.15303997286268728,0.014743934790470667,12208,5,6,6,6,48,1.010710200000176
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,6,0.1458771505958228,0.012735122146532565,12196,4,6,6,6,48,1.0163320999999996
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,7,0.14725883397884681,0.012758562608560325,12208,5,6,6,6,48,1.0012868999983766
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,8,0.30448840742885847,0.01235656499936475,12208,5,6,6,6,48,1.0261380999982066
moderate_t10_n10,df7,stagnation_limit,10.0,0.1,10,9,0.2799635574779886,0.014100806246841374,12172,2,6,6,6,48,1.010934099998849
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,0,0.2067069026457576,0.17017318909153228,12172,2,6,6,6,48,1.1070044000007329
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,1,0.19781141848162037,0.1623821422051141,12148,0,6,6,6,48,1.0955405999993673
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,2,0.1559429173188225,0.18912070785587962,12184,3,6,6,6,48,1.1304581000003964
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,3,0.13507126225033567,0.14368674027698589,12148,0,6,6,6,48,1.1289895000008983
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,4,0.20515750901705399,0.15878365197645827,12148,0,6,6,6,48,1.0944062999988091
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,5,0.1719070852830475,0.09104432628795708,12160,1,6,6,6,48,1.0883100999999442
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,6,0.180629675354183,0.20604804378201905,12172,2,6,6,6,48,1.0935865999999805
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,7,0.1926023842993588,0.1582377848098816,12148,0,6,6,6,48,1.1067849999999453
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,8,0.1902064880450526,0.16584342912091438,12148,0,6,6,6,48,1.11911930000133
moderate_t10_n10,df9,stagnation_limit,10.0,0.1,10,9,0.14486267920238516,0.13411032067985756,12148,0,6,6,6,48,1.0991577999993751
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,0,0.08991235327411402,0.0193067846867111,12148,0,6,6,6,48,1.1177244000027713
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,1,0.08119295995295703,0.02118427576853689,12148,0,6,6,6,48,1.0380401000002166
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,2,0.082744488970334,0.018779215953585185,12148,0,6,6,6,48,0.9958204999966256
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,3,0.10707416041347541,0.02266210501406755,12148,0,6,6,6,48,0.9970104999993055
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,4,0.10239413263056577,0.021478435332053066,12148,0,6,6,6,48,1.0073650000013004
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,5,0.10244200450274335,0.019384323254480907,12148,0,6,6,6,48,1.003280500000983
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,6,0.08767609987285836,0.02037271002901414,12148,0,6,6,6,48,1.0177997999999207
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,7,0.07080616080098971,0.017912473456767695,12148,0,6,6,6,48,1.0069045999989612
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,8,0.08480987330603192,0.0190381368997981,12148,0,6,6,6,48,1.0097268000026816
moderate_t10_n10,df1,stagnation_limit,12.0,0.1,12,9,0.11141635573696777,0.02329825186960167,12148,0,6,6,6,48,1.0057188999999198
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,0,0.3240768239720341,0.17988389388119116,12148,0,6,6,6,48,0.9996777000014845
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,1,0.2906194705402113,0.1838896131936449,12148,0,6,6,6,48,1.022424200000387
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,2,0.3253874495011554,0.18064025381877727,12148,0,6,6,6,48,0.9916183999994246
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,3,0.31396154077968613,0.1840760626297751,12148,0,6,6,6,48,1.0014196000010998
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,4,0.458540333449428,0.18557963787160897,12148,0,6,6,6,48,1.0021825000003446
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,5,0.3630154200897923,0.18347712054471715,12148,0,6,6,6,48,0.9759629000000132
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,6,0.3582066693708116,0.18143369144956512,12148,0,6,6,6,48,0.9843610000025365
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,7,0.4200491242425859,0.17697282828418187,12148,0,6,6,6,48,0.9970055000012508
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,8,0.29054950796172,0.18142401128465427,12148,0,6,6,6,48,0.9973110999999335
moderate_t10_n10,df4,stagnation_limit,12.0,0.1,12,9,0.3090928002483942,0.18460671224089079,12148,0,6,6,6,48,1.00728270000036
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,0,0.3299179134534267,0.30567788105068716,12148,0,6,6,6,48,1.0174342999998771
