protocol,problem,parameter,value,lambda_1,stagnation_limit,seed,migd,tail_igd,n_evals,pitstop_count,redeployment_count,environment_change_count,change_response_count,replaced_count,runtime_sec
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,1,0.07661358284497331,0.013815401421538883,12148,0,6,6,6,48,1.0306640000017069
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,2,0.2895864597963416,0.19467098632935992,12148,0,6,6,6,48,1.0174651999986963
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,3,0.3250981744921248,0.2193536834243872,12148,0,6,6,6,48,1.0729284000008192
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,4,0.34452328727126724,0.2525190816481746,12148,0,6,6,6,48,1.0419819000017014
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,5,0.3375245167842522,0.2559445266821527,12148,0,6,6,6,48,1.0307518999979948
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,6,0.2516748845803595,0.12130715754940861,12148,0,6,6,6,48,1.0295298000019102
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,7,0.34390676230049194,0.2858033780634279,12148,0,6,6,6,48,1.0259060999997018
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,8,0.42773029851276506,0.2583306203277463,12148,0,6,6,6,48,1.055687800002488
moderate_t10_n10,df7,stagnation_limit,12.0,0.1,12,9,0.37070716115279817,0.247529720986524,12148,0,6,6,6,48,1.0226069999989704
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,0,0.2139232789227271,0.24948334839002687,12148,0,6,6,6,48,1.085367600000609
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,1,0.19781141848162037,0.1623821422051141,12148,0,6,6,6,48,1.0925696999984211
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,2,0.1526551482672427,0.11685775643151694,12148,0,6,6,6,48,1.0926657000018167
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,3,0.13507126225033567,0.14368674027698589,12148,0,6,6,6,48,1.0893020000003162
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,4,0.20515750901705399,0.15878365197645827,12148,0,6,6,6,48,1.086123500001122
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,5,0.17251540769347617,0.09531858372034291,12148,0,6,6,6,48,1.0747229000007792
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,6,0.1789246762886676,0.19587716793739787,12148,0,6,6,6,48,1.0704655999979877
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,7,0.1926023842993588,0.1582377848098816,12148,0,6,6,6,48,1.0691547999995237
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,8,0.1902064880450526,0.16584342912091438,12148,0,6,6,6,48,1.0616488000014215
moderate_t10_n10,df9,stagnation_limit,12.0,0.1,12,9,0.14486267920238516,0.13411032067985756,12148,0,6,6,6,48,1.0677531000001181
