protocol,problem,algorithm,mean,std,ci95_low,ci95_high
severe_t10_n20,df4,NSGA-II,0.8043650547942521,0.11800879922724847,0.7491352366715838,0.85959487291692
severe_t10_n20,df4,PPS-DMOEA,0.7681420099550751,0.1064889320084885,0.7183036556508313,0.8179803642593191
severe_t10_n20,df5,DNSGA-II-A,0.12787733073578073,0.010658719623849029,0.1228888963978287,0.1328657650737328
severe_t10_n20,df5,DNSGA-II-B,0.12318731679424733,0.01001523354200962,0.11850004321292686,0.12787459037556786
severe_t10_n20,df5,FITO,0.06556126531512414,0.009128816516243485,0.06128884767195809,0.06983368295829019
severe_t10_n20,df5,KGB-DMOEA,0.1687296159267518,0.018031594337144023,0.16029057000624855,0.17716866184725502
severe_t10_n20,df5,MDDM-DMOEA,0.11285132477051359,0.014646097399519773,0.10599674018970899,0.11970590935131813
severe_t10_n20,df5,NSGA-II,0.11015645030053993,0.01878928598324297,0.10136279377403838,0.11895010682704153
severe_t10_n20,df5,PPS-DMOEA,0.11577647714622455,0.015301401803555168,0.10861520066374096,0.12293775362870808
severe_t10_n20,df6,DNSGA-II-A,8.03922267687774,1.1023336729035997,7.52331463727707,8.555130716478406
severe_t10_n20,df6,DNSGA-II-B,8.076286768162449,1.1150513941065308,7.554426651821979,8.598146884502922
severe_t10_n20,df6,FITO,6.916646543872297,3.366935900118809,5.340872037124273,8.492421050620317
severe_t10_n20,df6,KGB-DMOEA,10.552683713649452,1.1800800425524693,10.000389253006263,11.104978174292638
severe_t10_n20,df6,MDDM-DMOEA,6.9366070508094895,1.0491953309897957,6.445568520757747,7.4276455808612285
severe_t10_n20,df6,NSGA-II,5.240694109341404,0.8513586707480413,4.842245986400807,5.639142232282
severe_t10_n20,df6,PPS-DMOEA,6.7782137837119265,0.9649680867046951,6.3265948173986635,7.2298327500251895
severe_t10_n20,df7,DNSGA-II-A,0.2889889426613933,0.06166072624411877,0.2601308344688309,0.3178470508539557
severe_t10_n20,df7,DNSGA-II-B,0.2722606614274922,0.06559192699612934,0.2415626946484601,0.30295862820652447
severe_t10_n20,df7,FITO,0.18911184874045212,0.13813510795418502,0.12446262818552269,0.25376106929538156
severe_t10_n20,df7,KGB-DMOEA,0.3297311055688248,0.0639805477335785,0.29978728749887273,0.35967492363877684
severe_t10_n20,df7,MDDM-DMOEA,0.19715928069497626,0.08498133417867594,0.15738679202257042,0.2369317693673821
severe_t10_n20,df7,NSGA-II,0.2109342081561414,0.043001440388196546,0.19080891455765803,0.23105950175462475
severe_t10_n20,df7,PPS-DMOEA,0.2551233986900293,0.06705020946260849,0.2237429347080553,0.2865038626720033
severe_t10_n20,df8,DNSGA-II-A,0.07240664857468289,0.008355436264939732,0.06849618403076767,0.07631711311859814
severe_t10_n20,df8,DNSGA-II-B,0.06923985227657012,0.008066713103747016,0.06546451433156017,0.07301519022158007
