family,protocol,problem,baseline,fito_mean,baseline_mean,mann_whitney_u,p_value,fito_better,cliffs_delta,fito_ci95_low,fito_ci95_high,baseline_ci95_low,baseline_ci95_high,holm_p_value,holm_family_size,holm_scope
dynamic_budget,moderate_t10_n10,df8,PPS-DMOEA,0.07278670149295041,0.09031599078927076,5.0,1.4308531251443835e-07,True,-0.975,0.07066978762810752,0.0749036153577933,0.0872554446436199,0.09337653693492162,1.2305336876241698e-05,162,dynamic_budget_162_comparisons
dynamic_budget,moderate_t10_n10,df9,DNSGA-II-A,0.2283316945802106,0.4477721491669014,0.0,6.79561512817336e-08,True,-1.0,0.21426730772514857,0.24239608143527264,0.42704440370669716,0.4684998946271056,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,moderate_t10_n10,df9,DNSGA-II-B,0.2283316945802106,0.447453448948401,0.0,6.79561512817336e-08,True,-1.0,0.21426730772514857,0.24239608143527264,0.4285171909909459,0.4663897069058561,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,moderate_t10_n10,df9,KGB-DMOEA,0.2283316945802106,0.6376007318244785,0.0,6.79561512817336e-08,True,-1.0,0.21426730772514857,0.24239608143527264,0.5537091693281653,0.7214922943207918,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,moderate_t10_n10,df9,MDDM-DMOEA,0.2283316945802106,0.33940411190648495,1.0,7.898033666674663e-08,True,-0.995,0.21426730772514857,0.24239608143527264,0.3214011348016396,0.3574070890113303,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,moderate_t10_n10,df9,NSGA-II,0.2283316945802106,0.3305245623853785,8.0,2.2177643300922434e-07,True,-0.96,0.21426730772514857,0.24239608143527264,0.30840068386338715,0.3526484409073698,1.64114560426826e-05,162,dynamic_budget_162_comparisons
dynamic_budget,moderate_t10_n10,df9,PPS-DMOEA,0.2283316945802106,0.38721908016649864,0.0,6.79561512817336e-08,True,-1.0,0.21426730772514857,0.24239608143527264,0.37240935980288203,0.40202880053011525,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df1,DNSGA-II-A,0.0859089224258543,0.1312062328419239,17.0,7.9479479088229e-07,True,-0.915,0.07729366069736408,0.0945241841543445,0.12265203207268086,0.13976043361116694,5.086686661646656e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df1,DNSGA-II-B,0.0859089224258543,0.1277130862500197,20.0,1.2008881938423432e-06,True,-0.9,0.07729366069736408,0.0945241841543445,0.11927226372895136,0.13615390877108804,7.085240343669825e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df1,KGB-DMOEA,0.0859089224258543,0.152373808374857,5.0,1.4308531251443835e-07,True,-0.975,0.07729366069736408,0.0945241841543445,0.14388418079881438,0.16086343595089964,1.2305336876241698e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df1,MDDM-DMOEA,0.0859089224258543,0.11457415922309969,34.0,7.577381059726264e-06,True,-0.83,0.07729366069736408,0.0945241841543445,0.10937954540152574,0.11976877304467363,0.00037129167192658695,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df1,NSGA-II,0.0859089224258543,0.09128546922992062,140.0,0.10751135969600563,True,-0.3,0.07729366069736408,0.0945241841543445,0.08583991819605498,0.09673102026378626,1.0,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df1,PPS-DMOEA,0.0859089224258543,0.11585900027838576,34.0,7.577381059726264e-06,True,-0.83,0.07729366069736408,0.0945241841543445,0.11068636457569654,0.12103163598107498,0.00037129167192658695,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df2,DNSGA-II-A,0.18784327499631068,0.10709059916050837,399.0,7.898033666674663e-08,False,0.995,0.17606686874236865,0.1996196812502527,0.10158328077175983,0.1125979175492569,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df2,DNSGA-II-B,0.18784327499631068,0.2208440042218065,60.0,0.00016098133965918395,True,-0.7,0.17606686874236865,0.1996196812502527,0.21227532858962941,0.2294126798539836,0.00531238420875307,162,dynamic_budget_162_comparisons
