protocol,problem,algorithm,mean,std,ci95_low,ci95_high
severe_t10_n20,df4,DNSGA-II-A,0.9318450492859757,0.1605885274168176,0.8566873049491448,1.0070027936228065
severe_t10_n20,df4,DNSGA-II-B,0.9210681074075275,0.16094160575587318,0.8457451173214235,0.9963910974936311
severe_t10_n20,df4,FITO,0.2967115016143948,0.05005977176556012,0.27328280724601955,0.32014019598277005
severe_t10_n20,df4,KGB-DMOEA,0.9459853844326623,0.15783499168080828,0.8721163344888758,1.0198544343764486
severe_t10_n20,df4,MDDM-DMOEA,0.8597863176670805,0.16202089663747607,0.7839582038996691,0.9356144314344921
severe_t10_n20,df4,NSGA-II,0.9113062528384586,0.1786986257941749,0.8276727215593425,0.9949397841175747
severe_t10_n20,df4,PPS-DMOEA,0.8683863986601862,0.15544665246813777,0.7956351258753473,0.9411376714450255
severe_t10_n20,df5,DNSGA-II-A,0.1369405170503881,0.015181047421585969,0.12983556815254188,0.1440454659482343
severe_t10_n20,df5,DNSGA-II-B,0.13122722089106534,0.015556328518947081,0.12394663503319706,0.13850780674893362
severe_t10_n20,df5,FITO,0.04765918263551764,0.004622709576169537,0.04549568795717497,0.049822677313860295
severe_t10_n20,df5,KGB-DMOEA,0.1720353542832061,0.021865342195364228,0.1618020591344743,0.1822686494319379
severe_t10_n20,df5,MDDM-DMOEA,0.12679433627964865,0.012258601482356015,0.12105713418334547,0.13253153837595186
severe_t10_n20,df5,NSGA-II,0.12301405354616284,0.015120346062914736,0.11593751375866403,0.13009059333366163
severe_t10_n20,df5,PPS-DMOEA,0.1290080690214055,0.01274261460644118,0.12304434181013413,0.13497179623267685
severe_t10_n20,df6,DNSGA-II-A,8.167505858724379,1.0463689196201393,7.677790129912107,8.65722158753665
severe_t10_n20,df6,DNSGA-II-B,8.445695835233318,1.3641654923113733,7.8072467320906735,9.084144938375962
severe_t10_n20,df6,FITO,6.225271664794615,3.2955834228158367,4.682891145358134,7.767652184231096
severe_t10_n20,df6,KGB-DMOEA,10.21782351636346,1.243878675021785,9.635670376614744,10.799976656112179
severe_t10_n20,df6,MDDM-DMOEA,7.899988073244538,1.5033084494959248,7.196418061587653,8.603558084901422
severe_t10_n20,df6,NSGA-II,5.983977032271827,1.3528814813081291,5.350809008840901,6.617145055702752
severe_t10_n20,df6,PPS-DMOEA,7.819683981304609,1.2360978495000552,7.241172379993901,8.398195582615315
severe_t10_n20,df7,DNSGA-II-A,0.32764819709609433,0.07942770474246859,0.29047488700775126,0.3648215071844374
severe_t10_n20,df7,DNSGA-II-B,0.31068035406698613,0.07623299251765926,0.27500221532421965,0.3463584928097526
severe_t10_n20,df7,FITO,0.12946722200764274,0.0572811752529681,0.10265880677258951,0.15627563724269602
severe_t10_n20,df7,KGB-DMOEA,0.35063017735017715,0.0713248306477241,0.31724912907158126,0.38401122562877305
severe_t10_n20,df7,MDDM-DMOEA,0.2186974154585018,0.09643649688056419,0.17356374561372806,0.2638310853032754
severe_t10_n20,df7,NSGA-II,0.23043968277797394,0.048831768457888614,0.20758571164872022,0.25329365390722763
severe_t10_n20,df7,PPS-DMOEA,0.2831387419463593,0.07334776087191258,0.24881093317966094,0.3174665507130577
severe_t10_n20,df8,DNSGA-II-A,0.07865323608249049,0.008915811919069495,0.07448050765943555,0.08282596450554545
severe_t10_n20,df8,DNSGA-II-B,0.07409706427408919,0.007674607139799989,0.07050523756904963,0.07768889097912877
severe_t10_n20,df8,FITO,0.03087561952503906,0.00292396250980287,0.02950716294661958,0.03224407610345856
severe_t10_n20,df8,KGB-DMOEA,0.11474876518723835,0.012670096562136017,0.1088189774654272,0.12067855290904951
severe_t10_n20,df8,MDDM-DMOEA,0.07131602476084342,0.00679528298721258,0.06813573442712775,0.07449631509455909
severe_t10_n20,df8,NSGA-II,0.07593571685233093,0.007572093431913627,0.07239186803943769,0.07947956566522414
severe_t10_n20,df8,PPS-DMOEA,0.07225341208953173,0.006532184777711248,0.06919625550816595,0.07531056867089748
severe_t10_n20,df9,DNSGA-II-A,0.3415181121111176,0.05399982071614123,0.3162454180718707,0.3667908061503645
severe_t10_n20,df9,DNSGA-II-B,0.3495189958967196,0.059946627963717074,0.3214631103934048,0.37757488140003437
severe_t10_n20,df9,FITO,0.12099542806948957,0.017971937808683603,0.11258430226374279,0.12940655387523634
